"season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","dataw...2."
3,2,7,20,1,6,0,1,29.52,35.605,84,6.0032,356
1,1,3,14,1,5,1,1,27.06,31.06,39,16.9979,174
3,2,6,3,1,3,1,1,23.78,27.275,46,6.0032,8
3,2,6,7,1,2,1,1,21.32,25,52,23.9994,552
3,2,8,6,1,1,1,1,25.42,28.03,88,0,145
2,1,4,13,1,0,0,1,28.7,32.575,58,19.0012,441
1,1,1,15,1,1,1,2,8.2,9.85,40,15.0013,45
3,1,7,21,1,0,0,2,27.06,30.305,83,11.0014,167
3,1,8,18,1,3,1,1,33.62,35.605,28,19.9995,559
3,1,7,11,1,4,1,2,35.26,44.695,63,19.9995,106
3,2,9,2,1,3,1,1,21.32,25,72,6.0032,11
4,1,10,2,1,6,0,3,12.3,13.635,87,19.9995,17
3,1,8,20,1,0,0,1,28.7,33.335,84,11.0014,193
1,2,1,9,1,6,0,1,9.02,11.365,80,8.9981,130
4,1,12,15,1,2,1,3,20.5,24.24,100,12.998,45
1,2,3,21,1,4,1,1,24.6,31.06,43,26.0027,233
2,2,5,20,1,2,1,1,27.06,31.06,61,11.0014,335
3,2,9,0,1,1,1,1,22.14,25.76,68,11.0014,45
2,1,5,22,1,6,0,1,27.06,30.305,78,15.0013,161
1,2,1,15,1,5,1,1,10.66,10.605,33,39.0007,138
3,1,7,1,1,2,1,1,28.7,33.335,79,7.0015,12
2,1,5,5,1,4,1,2,24.6,27.275,88,6.0032,27
3,2,8,3,1,3,1,1,27.06,31.06,74,7.0015,11
1,1,1,1,1,0,0,2,18.04,21.97,94,16.9979,17
4,2,11,2,1,2,1,2,13.12,16.665,76,6.0032,5
1,1,1,9,1,5,1,1,8.2,9.09,47,19.9995,134
1,2,3,17,1,4,1,1,22.96,26.515,35,19.9995,600
3,1,9,23,1,3,1,3,25.42,27.275,94,12.998,24
1,2,3,11,1,6,0,1,12.3,13.635,33,22.0028,274
3,2,7,21,1,0,0,1,29.52,34.09,70,8.9981,271
4,1,11,20,1,0,0,2,21.32,25,68,7.0015,113
1,2,1,12,1,5,1,2,20.5,24.24,88,11.0014,180
1,1,1,9,1,3,1,2,9.84,12.88,93,7.0015,109
3,1,8,22,1,5,1,1,27.88,31.82,51,0,231
4,2,10,2,1,6,0,1,22.96,26.515,78,12.998,75
1,1,3,23,1,1,1,1,13.12,17.425,53,0,19
1,2,1,5,1,5,1,2,12.3,12.12,70,36.9974,21
2,1,6,15,1,0,0,2,30.34,34.09,55,7.0015,362
2,1,3,0,1,2,1,1,18.86,22.725,88,12.998,11
3,2,9,10,2,1,0,2,30.34,35.605,74,15.0013,359
3,1,7,20,1,6,0,1,31.16,34.09,45,19.0012,284
4,1,11,7,1,6,0,1,9.02,11.365,75,12.998,27
2,1,4,9,1,0,0,1,14.76,15.91,50,32.9975,142
2,2,4,0,1,4,1,1,13.12,15.15,66,19.0012,23
1,1,2,19,1,5,1,1,12.3,13.635,52,30.0026,90
4,2,12,10,1,1,1,2,18.04,21.97,94,15.0013,133
3,2,6,1,1,5,1,1,31.16,37.12,75,11.0014,31
1,2,1,9,1,2,1,2,7.38,9.85,93,11.0014,195
3,1,7,16,1,6,0,1,33.62,36.365,38,0,416
4,1,12,17,1,4,1,1,12.3,15.91,49,7.0015,331
3,1,7,19,2,1,0,2,31.98,35.605,49,11.0014,375
3,2,8,8,1,4,1,1,27.88,31.82,61,12.998,682
3,1,7,12,1,0,0,1,31.16,34.85,55,19.0012,420
3,1,8,11,1,4,1,3,28.7,33.335,79,0,151
4,2,12,1,1,4,1,1,10.66,12.12,48,19.0012,16
2,2,5,10,1,3,1,2,23.78,27.275,83,7.0015,175
4,2,12,9,1,2,1,1,18.86,22.725,82,7.0015,336
1,1,2,0,1,2,1,2,11.48,15.91,87,0,10
3,1,6,10,1,1,1,2,29.52,33.335,54,8.9981,150
4,2,11,5,1,6,0,2,13.12,15.15,49,16.9979,9
3,1,7,16,1,4,1,1,35.26,40.15,47,11.0014,256
4,1,9,11,1,5,1,3,25.42,25.76,100,7.0015,21
3,1,6,21,1,5,1,1,28.7,32.575,48,8.9981,233
2,2,6,15,1,5,1,3,29.52,34.09,66,19.0012,258
4,1,11,14,1,1,1,1,22.96,26.515,37,11.0014,145
1,2,3,11,1,4,1,2,22.14,25.76,60,31.0009,204
4,1,12,5,1,3,1,3,18.86,22.725,100,11.0014,3
3,2,7,9,1,2,1,1,29.52,34.09,70,7.0015,333
2,2,5,0,2,1,0,1,25.42,28.79,83,15.0013,65
1,1,12,5,1,3,1,1,13.12,14.395,57,23.9994,9
4,2,10,1,1,2,1,3,14.76,17.425,87,15.0013,13
4,1,12,21,1,2,1,1,14.76,18.18,66,6.0032,143
1,1,3,9,1,4,1,1,6.56,6.82,37,19.0012,145
2,2,6,5,1,2,1,2,24.6,28.79,78,12.998,37
1,1,12,21,1,2,1,1,13.12,16.665,87,6.0032,63
4,2,10,5,1,5,1,2,21.32,25,88,7.0015,50
3,1,6,23,1,3,1,1,27.88,31.82,47,12.998,129
3,1,9,8,1,3,1,3,25.42,27.275,94,6.0032,328
2,2,5,4,1,6,0,1,18.04,21.97,67,7.0015,9
3,1,9,17,1,1,1,2,23.78,27.275,64,8.9981,568
4,2,12,9,1,3,1,1,11.48,14.395,75,7.0015,317
4,1,10,18,1,6,0,1,22.14,25.76,39,12.998,372
2,2,5,18,1,5,1,1,28.7,32.575,54,31.0009,641
1,2,1,1,1,2,1,1,7.38,9.09,55,15.0013,6
3,2,8,4,1,4,1,1,25.42,28.79,83,0,6
1,2,12,1,1,6,0,1,10.66,10.605,44,30.0026,35
1,1,1,22,1,4,1,1,5.74,6.06,46,22.0028,30
1,2,3,3,1,1,1,1,14.76,17.425,50,8.9981,2
1,1,3,5,1,4,1,1,5.74,6.06,33,19.9995,8
3,2,6,5,1,2,1,1,21.32,25,48,26.0027,39
3,2,8,2,1,5,1,1,27.06,31.06,69,0,16
1,1,12,17,1,4,1,1,12.3,15.15,61,11.0014,240
4,1,10,7,1,2,1,1,16.4,20.455,76,12.998,314
4,2,10,5,1,4,1,1,18.04,21.97,82,15.0013,42
2,1,4,12,1,1,1,1,26.24,31.06,36,31.0009,157
4,1,11,18,1,0,0,1,20.5,24.24,63,11.0014,155
2,2,4,23,1,6,0,2,18.86,22.725,82,19.0012,91
4,2,11,9,1,4,1,2,13.12,15.91,61,12.998,323
4,1,12,22,1,3,1,3,9.84,9.85,93,30.0026,13
2,1,6,8,1,5,1,2,24.6,28.03,83,0,454
1,2,12,17,1,5,1,1,9.84,12.12,60,8.9981,271
4,2,10,18,1,4,1,1,18.86,22.725,44,11.0014,692
3,1,6,16,1,3,1,2,33.62,40.15,59,22.0028,258
3,1,9,14,1,3,1,2,27.06,31.06,74,12.998,179
1,1,2,2,1,2,1,1,11.48,11.365,41,46.0022,3
4,1,10,14,1,0,0,1,17.22,21.21,38,12.998,300
2,1,5,6,1,5,1,1,18.86,22.725,88,7.0015,117
2,2,5,5,1,0,0,1,21.32,25,72,12.998,12
2,1,4,12,1,4,1,2,18.86,22.725,55,0,153
3,1,9,2,1,5,1,3,25.42,29.545,73,7.0015,20
2,1,5,22,1,0,0,1,20.5,24.24,88,6.0032,115
3,2,9,18,1,5,1,1,27.06,31.06,61,16.9979,805
1,1,3,1,1,1,1,3,8.2,9.09,100,22.0028,2
2,1,3,15,1,1,1,2,22.96,26.515,60,15.0013,107
4,2,11,12,1,4,1,3,15.58,19.695,62,11.0014,221
2,1,5,14,1,5,1,1,24.6,31.06,40,30.0026,213
3,2,6,19,1,3,1,1,31.98,34.09,29,22.0028,643
4,2,10,23,1,6,0,2,21.32,25,68,26.0027,167
2,1,5,22,1,2,1,2,23.78,27.275,60,26.0027,113
3,2,7,2,1,2,1,1,28.7,33.335,74,8.9981,16
2,2,5,23,1,0,0,2,25.42,31.06,57,15.0013,74
1,2,2,17,1,2,1,1,15.58,19.695,40,30.0026,432
1,2,1,20,1,0,0,1,12.3,14.395,39,15.0013,111
4,1,12,11,1,4,1,1,11.48,13.635,52,16.9979,106
2,1,5,21,2,1,0,1,30.34,34.85,70,8.9981,149
1,1,3,5,1,3,1,2,9.84,12.12,81,8.9981,8
3,2,6,22,1,5,1,1,27.88,31.82,69,8.9981,197
1,2,1,21,1,6,0,1,7.38,7.575,74,22.0028,69
3,1,8,21,1,6,0,2,28.7,33.335,84,22.0028,114
3,2,8,15,1,5,1,1,35.26,12.12,30,31.0009,383
2,2,6,10,1,3,1,1,24.6,31.06,46,6.0032,203
2,2,5,11,1,1,1,2,22.96,26.515,83,15.0013,79
1,2,2,20,1,3,1,3,9.84,12.12,87,8.9981,125
3,2,8,11,1,2,1,1,30.34,34.09,62,0,196
4,2,11,17,1,3,1,1,16.4,20.455,40,11.0014,374
4,1,10,1,1,3,1,1,18.04,21.97,67,16.9979,12
1,1,2,7,1,3,1,2,8.2,9.85,55,15.0013,108
2,1,4,3,1,0,0,2,15.58,19.695,87,8.9981,16
4,2,9,19,1,0,0,1,21.32,25,42,11.0014,413
3,2,7,16,1,6,0,1,35.26,38.635,39,15.0013,487
1,1,2,23,1,1,1,2,13.12,14.395,81,26.0027,45
2,1,4,9,1,4,1,2,16.4,20.455,66,8.9981,170
4,2,12,19,1,4,1,3,13.94,15.91,71,16.9979,118
2,1,4,16,1,2,1,1,28.7,32.575,58,26.0027,291
3,1,7,10,1,4,1,1,32.8,37.88,55,19.0012,116
3,1,8,20,1,6,0,2,27.88,31.82,83,15.0013,183
1,1,2,9,1,1,1,1,9.02,13.635,80,0,118
2,2,4,17,1,3,1,1,27.06,31.06,41,19.9995,744
3,1,9,1,1,3,1,1,25.42,29.545,78,6.0032,8
3,2,9,7,1,3,1,1,21.32,25,72,0,557
3,1,8,14,1,2,1,1,30.34,32.575,33,11.0014,209
1,1,2,4,1,0,0,1,10.66,11.365,60,23.9994,2
3,1,7,14,1,4,1,1,30.34,32.575,35,19.0012,178
1,1,3,22,1,5,1,1,12.3,14.395,70,12.998,44
4,2,10,0,1,2,1,1,18.86,22.725,88,11.0014,37
4,2,12,15,1,0,0,3,14.76,17.425,93,11.0014,225
1,2,2,10,1,1,1,1,5.74,7.575,50,8.9981,71
1,2,12,11,1,0,0,1,10.66,11.365,41,27.9993,136
3,1,8,5,1,1,1,1,22.96,26.515,73,8.9981,17
2,2,4,8,1,4,1,2,17.22,21.21,82,7.0015,677
3,2,6,0,1,2,1,1,25.42,31.06,33,22.0028,37
2,1,3,21,1,0,0,1,10.66,12.88,41,11.0014,36
4,2,10,21,1,4,1,2,22.14,25.76,77,12.998,283
2,2,4,8,1,5,1,1,18.04,21.97,94,0,700
4,1,12,5,1,4,1,1,9.02,10.605,64,15.0013,12
2,1,5,19,1,1,1,1,23.78,27.275,83,16.9979,308
3,2,8,5,1,2,1,1,22.96,26.515,83,6.0032,34
1,2,2,15,1,6,0,2,13.12,15.15,66,15.0013,305
3,2,8,13,1,1,1,1,31.98,34.85,40,11.0014,254
4,1,12,5,1,0,0,1,10.66,15.15,81,0,4
2,2,6,20,1,1,1,1,24.6,31.06,40,23.9994,461
4,1,11,16,1,3,1,1,19.68,23.485,51,7.0015,266
1,1,3,21,1,1,1,1,13.94,16.665,46,8.9981,63
1,2,2,3,1,2,1,1,16.4,20.455,32,23.9994,6
3,2,9,5,1,6,0,1,23.78,27.275,60,35.0008,16
3,2,8,2,1,4,1,1,25.42,28.79,83,0,20
1,1,2,19,1,6,0,2,11.48,12.12,93,30.0026,84
2,2,3,10,1,6,0,2,21.32,25,88,12.998,345
1,1,1,9,1,2,1,2,7.38,9.85,51,11.0014,130
3,2,7,11,1,0,0,1,37.72,44.695,42,19.9995,389
4,1,10,14,2,1,0,1,30.34,32.575,37,0,370
3,2,8,18,1,0,0,1,31.98,34.09,35,7.0015,491
4,1,11,9,2,5,0,1,13.12,14.395,45,30.0026,201
3,1,8,13,1,1,1,2,28.7,31.82,39,0,218
2,1,4,16,1,4,1,1,24.6,30.305,26,7.0015,202
1,1,3,9,1,6,0,1,11.48,14.395,65,7.0015,101
2,1,3,0,1,1,1,1,9.02,11.365,55,12.998,12
4,2,11,3,1,0,0,1,13.94,18.18,81,0,48
3,1,6,1,1,6,0,1,27.06,31.06,50,11.0014,95
1,2,3,6,1,0,0,1,9.84,12.12,70,11.0014,10
4,2,10,12,1,2,1,2,19.68,23.485,69,12.998,260
4,1,10,16,1,2,1,2,24.6,29.545,73,11.0014,320
2,2,5,3,1,6,0,1,20.5,24.24,48,7.0015,33
4,1,10,18,1,5,1,2,18.04,21.97,54,16.9979,397
4,2,12,2,1,6,0,2,10.66,15.15,81,0,50
4,1,11,15,1,2,1,2,22.14,25.76,60,8.9981,191
2,2,6,21,1,6,0,1,24.6,31.06,40,7.0015,316
2,1,6,10,1,6,0,1,26.24,31.06,38,7.0015,317
1,1,2,17,1,6,0,1,17.22,21.21,19,40.9973,127
1,2,1,6,1,3,1,1,8.2,10.605,86,8.9981,74
3,2,6,23,1,6,0,1,31.98,37.12,62,6.0032,152
1,2,12,17,2,2,0,2,13.12,15.15,57,16.9979,50
3,1,8,10,1,0,0,1,28.7,32.575,61,40.9973,142
1,1,3,1,1,1,1,1,10.66,14.395,65,6.0032,1
3,2,9,15,1,1,1,2,26.24,30.305,65,16.9979,338
1,2,12,10,1,0,0,1,9.02,11.365,64,12.998,93
1,2,2,17,1,4,1,1,22.14,25.76,32,11.0014,610
4,1,11,9,1,2,1,1,16.4,20.455,66,11.0014,222
3,2,9,3,1,4,1,1,18.04,21.97,77,0,6
3,2,6,22,1,4,1,1,32.8,39.395,63,11.0014,243
1,1,2,1,1,6,0,1,5.74,10.605,86,0,24
1,2,2,8,1,3,1,2,11.48,14.395,75,7.0015,116
2,2,4,3,1,3,1,1,13.12,16.665,70,6.0032,3
3,2,9,17,1,2,1,1,28.7,31.82,28,0,970
4,1,11,0,1,2,1,2,14.76,17.425,87,11.0014,21
2,1,4,0,1,2,1,1,25.42,30.305,69,19.0012,27
2,1,4,18,1,6,0,1,15.58,19.695,54,12.998,179
4,1,10,6,1,0,0,1,15.58,19.695,66,11.0014,10
1,1,1,10,1,4,1,2,6.56,6.82,50,23.9994,38
2,2,4,13,2,1,0,1,30.34,33.335,45,19.9995,263
4,2,11,7,1,5,1,1,9.84,14.395,81,0,77
4,1,10,7,1,6,0,3,17.22,21.21,67,16.9979,36
1,1,12,23,1,5,1,2,14.76,16.665,66,16.9979,73
1,1,1,20,1,1,1,1,8.2,11.365,47,7.0015,52
2,1,3,14,1,3,1,2,14.76,18.18,87,7.0015,84
4,2,11,15,1,5,1,2,17.22,21.21,38,7.0015,296
2,1,6,0,1,1,1,1,26.24,29.545,78,8.9981,28
4,1,9,16,1,4,1,1,27.88,31.82,41,23.9994,291
1,1,3,21,1,0,0,3,9.84,9.09,93,40.9973,7
3,1,8,7,1,4,1,2,27.88,31.82,89,19.9995,282
2,1,4,7,1,3,1,2,23.78,27.275,88,19.0012,246
4,2,10,18,1,0,0,3,16.4,20.455,82,12.998,106
3,2,9,20,1,0,0,1,24.6,31.06,53,7.0015,324
2,2,6,16,1,5,1,1,29.52,32.575,37,12.998,558
2,2,5,17,1,6,0,2,27.88,31.82,65,19.9995,502
2,1,6,7,1,4,1,2,29.52,34.85,79,8.9981,314
2,2,4,8,1,2,1,1,15.58,19.695,62,8.9981,692
2,1,4,10,1,2,1,3,20.5,24.24,82,27.9993,40
4,2,11,2,1,1,1,1,8.2,12.88,69,0,5
4,2,12,11,1,2,1,1,19.68,23.485,77,12.998,207
2,1,5,19,1,2,1,1,27.06,31.06,74,12.998,355
2,1,6,1,1,1,1,1,26.24,28.79,89,6.0032,12
3,2,8,17,1,6,0,3,30.34,34.85,66,23.9994,512
2,2,5,6,1,6,0,1,17.22,21.21,67,6.0032,33
1,2,3,19,1,4,1,2,24.6,31.06,40,30.0026,416
3,1,7,3,1,5,1,1,26.24,31.06,53,0,11
4,1,11,23,1,4,1,2,13.94,16.665,57,11.0014,82
4,2,11,21,1,0,0,1,12.3,13.635,52,19.9995,87
2,1,5,22,1,1,1,1,22.96,26.515,88,6.0032,127
3,1,7,19,1,6,0,1,30.34,34.09,48,12.998,406
4,1,11,9,1,2,1,3,16.4,20.455,94,0,149
4,1,11,10,2,5,0,1,13.12,13.635,42,36.9974,200
3,1,7,12,1,1,1,1,34.44,40.15,53,19.0012,148
1,1,3,10,1,4,1,3,16.4,20.455,0,11.0014,17
4,2,11,3,2,1,0,1,16.4,20.455,76,8.9981,4
4,1,12,21,1,2,1,2,18.04,21.97,100,12.998,114
1,1,1,5,1,4,1,1,9.84,11.365,60,15.0013,6
2,1,4,19,1,2,1,2,17.22,21.21,82,19.0012,130
3,1,9,22,1,4,1,3,25.42,25.76,100,6.0032,70
1,1,2,8,1,2,1,2,4.92,6.06,80,16.9979,114
3,1,7,16,1,6,0,1,31.16,34.09,45,19.0012,425
4,2,12,0,1,1,1,2,15.58,19.695,87,0,28
1,2,1,14,1,5,1,1,18.86,22.725,36,12.998,178
2,2,5,5,1,0,0,3,21.32,25,83,11.0014,11
4,2,11,0,1,1,1,1,14.76,17.425,66,15.0013,27
2,1,5,21,1,3,1,1,21.32,25,88,0,85
3,1,9,21,1,0,0,2,22.14,25.76,68,6.0032,147
1,1,3,2,1,4,1,3,13.94,15.91,0,16.9979,1
4,1,9,11,1,1,1,1,27.88,31.82,79,15.0013,159
4,1,10,12,1,6,0,2,16.4,20.455,82,16.9979,158
2,1,5,6,1,4,1,1,18.04,21.97,88,0,112
1,1,1,14,1,1,1,2,7.38,9.85,55,8.9981,86
2,2,5,2,1,6,0,1,20.5,24.24,51,7.0015,69
1,2,1,3,1,5,1,1,14.76,16.665,87,16.9979,7
2,2,4,8,1,4,1,3,18.86,22.725,82,12.998,362
1,1,2,23,1,3,1,1,15.58,19.695,40,15.0013,33
3,1,6,23,1,3,1,2,29.52,34.85,79,15.0013,105
4,1,10,7,1,4,1,1,17.22,21.21,62,12.998,302
2,1,4,10,1,4,1,2,17.22,21.21,67,7.0015,95
1,2,12,2,1,5,1,3,18.86,22.725,94,26.0027,3
3,1,6,4,1,3,1,1,27.06,30.305,83,7.0015,5
3,2,7,4,1,3,1,1,29.52,34.09,70,8.9981,6
4,1,11,7,1,3,1,1,10.66,13.635,81,7.0015,285
3,1,8,16,1,6,0,3,26.24,28.79,89,35.0008,24
2,2,5,5,1,6,0,1,25.42,28.79,83,16.9979,10
3,1,7,2,1,2,1,1,27.88,31.82,89,7.0015,7
1,2,2,9,1,0,0,1,9.02,10.605,47,15.0013,87
3,2,7,7,1,2,1,2,28.7,33.335,74,7.0015,520
2,2,6,18,1,0,0,1,26.24,31.06,53,12.998,513
3,1,7,9,1,4,1,1,31.98,37.12,59,12.998,210
3,2,8,4,1,4,1,1,25.42,29.545,73,0,8
4,1,10,22,1,2,1,2,22.96,26.515,83,12.998,147
4,1,9,22,1,5,1,1,21.32,25,55,22.0028,159
3,1,8,19,1,3,1,3,28.7,33.335,84,0,321
4,2,10,17,1,1,1,1,22.96,26.515,64,16.9979,766
4,2,9,8,1,4,1,1,25.42,30.305,71,6.0032,794
2,1,4,8,1,2,1,3,15.58,19.695,87,39.0007,157
4,1,12,12,1,1,1,2,16.4,20.455,76,7.0015,154
4,1,12,16,1,0,0,1,12.3,16.665,26,0,206
1,2,2,16,1,1,1,1,22.14,25.76,26,30.0026,286
3,2,7,23,1,5,1,1,32.8,39.395,63,7.0015,164
1,2,1,21,1,3,1,2,8.2,12.88,44,0,90
4,2,11,8,1,5,1,1,13.12,16.665,57,7.0015,687
1,2,2,11,1,4,1,1,19.68,23.485,48,19.0012,182
3,2,6,13,1,5,1,1,38.54,43.94,38,12.998,239
3,1,9,14,1,0,0,1,29.52,33.335,58,19.0012,342
4,2,11,19,1,6,0,1,14.76,17.425,50,11.0014,239
1,2,2,9,1,1,1,1,4.92,6.82,50,12.998,205
1,1,1,2,1,0,0,1,6.56,11.365,80,0,11
3,1,7,14,1,4,1,1,35.26,39.395,41,16.9979,160
3,2,7,7,1,0,0,1,28.7,33.335,79,6.0032,47
1,2,1,20,1,3,1,1,9.02,10.605,37,16.9979,165
2,2,6,12,1,3,1,2,27.88,31.82,44,27.9993,334
3,1,7,5,1,5,1,1,24.6,29.545,73,8.9981,23
1,2,3,2,1,6,0,3,14.76,18.18,93,6.0032,38
1,2,2,13,1,3,1,2,14.76,16.665,93,23.9994,76
2,1,4,4,1,4,1,2,25.42,28.79,83,27.9993,9
3,1,7,16,1,6,0,1,38.54,43.94,38,8.9981,221
2,2,5,4,1,6,0,1,22.96,26.515,88,7.0015,9
4,1,11,18,1,1,1,1,22.96,26.515,64,15.0013,416
4,2,10,6,1,0,0,1,16.4,20.455,82,11.0014,24
1,2,1,8,2,1,0,1,4.1,6.06,58,11.0014,78
3,2,9,23,1,1,1,3,24.6,25.76,94,16.9979,70
4,2,10,7,1,3,1,2,12.3,15.15,87,8.9981,337
4,2,11,0,1,4,1,3,11.48,13.635,61,15.0013,15
2,2,5,22,1,6,0,1,22.96,26.515,68,8.9981,274
1,1,2,17,1,4,1,3,14.76,17.425,66,12.998,177
4,2,12,9,1,4,1,1,11.48,13.635,52,16.9979,325
1,2,3,4,1,1,1,1,13.94,16.665,61,12.998,3
3,1,7,15,1,3,1,1,31.16,36.365,70,19.0012,185
4,1,9,13,1,6,0,1,26.24,29.545,78,0,460
1,1,1,17,1,6,0,2,13.12,15.15,36,19.0012,83
1,2,2,4,1,6,0,1,12.3,13.635,42,22.0028,2
4,2,10,5,1,2,1,1,17.22,21.21,67,16.9979,52
1,1,1,8,1,4,1,1,9.02,10.605,55,19.0012,249
2,1,4,9,1,1,1,2,20.5,24.24,55,7.0015,169
4,2,11,0,1,3,1,1,10.66,12.12,56,19.0012,24
4,1,10,16,1,6,0,1,26.24,31.06,44,6.0032,451
4,2,10,8,1,6,0,1,18.86,22.725,67,8.9981,193
4,1,11,12,1,5,1,2,19.68,23.485,55,32.9975,197
3,1,8,11,1,1,1,1,29.52,32.575,34,22.0028,131
1,2,3,2,1,4,1,1,20.5,24.24,59,0,19
3,2,7,10,1,5,1,1,35.26,37.12,30,0,210
1,2,3,21,1,2,1,1,23.78,27.275,56,7.0015,244
4,1,9,16,1,5,1,3,25.42,27.275,94,0,56
3,1,6,19,1,4,1,1,30.34,32.575,33,12.998,455
1,1,2,0,1,5,1,1,18.04,21.97,72,19.0012,32
1,1,2,13,1,4,1,1,22.14,25.76,34,15.0013,123
4,2,9,9,1,0,0,1,21.32,25,63,7.0015,285
1,2,2,10,1,3,1,1,13.94,17.425,71,6.0032,139
4,1,10,22,1,4,1,1,18.04,21.97,51,22.0028,128
3,1,9,11,1,5,1,2,27.06,31.06,74,7.0015,192
3,2,8,1,1,3,1,1,26.24,30.305,69,8.9981,14
1,2,1,19,1,6,0,2,17.22,21.21,41,36.9974,206
2,2,5,11,1,4,1,1,27.06,31.06,65,8.9981,221
2,1,6,8,1,1,1,1,23.78,27.275,49,30.0026,476
2,2,5,2,1,5,1,1,18.86,22.725,44,11.0014,31
2,2,4,12,1,4,1,1,18.04,21.97,33,0,276
1,1,2,10,1,1,1,1,18.04,21.97,33,15.0013,55
2,2,5,5,1,0,0,1,25.42,28.79,83,12.998,7
2,2,4,19,1,6,0,3,22.96,26.515,73,32.9975,54
3,2,6,13,1,2,1,1,28.7,31.82,30,31.0009,306
4,2,12,13,1,2,1,2,15.58,19.695,50,15.0013,254
3,2,7,3,1,6,0,1,30.34,35.605,74,8.9981,31
1,1,12,11,1,5,1,1,16.4,20.455,58,30.0026,174
2,1,3,21,1,6,0,2,10.66,12.88,44,12.998,51
3,2,9,4,1,6,0,1,28.7,32.575,70,0,12
1,2,3,0,1,2,1,2,22.96,26.515,52,12.998,26
2,1,5,11,2,1,0,1,33.62,38.635,52,0,321
1,1,3,2,1,1,1,1,10.66,14.395,65,6.0032,1
4,2,10,16,1,2,1,3,12.3,14.395,87,16.9979,98
2,1,5,8,1,6,0,1,22.96,26.515,68,19.0012,126
3,2,8,2,1,5,1,1,27.88,31.82,79,15.0013,14
4,1,10,4,1,6,0,1,18.04,21.97,58,27.9993,8
2,1,5,21,1,5,1,2,21.32,25,84,11.0014,154
1,1,2,1,1,2,1,2,11.48,15.91,87,0,4
2,2,4,0,1,0,0,1,18.04,21.97,24,15.0013,85
3,2,7,0,1,1,1,1,28.7,33.335,74,6.0032,58
4,2,12,16,1,1,1,1,24.6,31.06,53,8.9981,442
2,2,4,21,1,1,1,2,13.12,15.15,81,15.0013,152
4,2,10,13,1,1,1,1,25.42,31.06,29,11.0014,315
1,1,12,20,1,6,0,1,17.22,21.21,54,15.0013,71
4,1,9,12,1,1,1,2,27.88,31.82,79,11.0014,209
4,1,10,9,1,0,0,1,20.5,24.24,45,15.0013,190
1,2,2,20,1,3,1,1,14.76,17.425,46,11.0014,211
1,1,12,4,1,5,1,1,9.84,12.88,70,6.0032,2
1,2,2,7,1,6,0,2,9.84,12.12,87,8.9981,28
4,2,10,23,1,2,1,1,16.4,20.455,71,0,199
2,1,5,11,1,3,1,1,30.34,33.335,51,6.0032,140
3,1,8,4,1,1,1,1,22.96,26.515,68,8.9981,3
4,1,11,4,1,3,1,1,13.12,17.425,87,0,4
4,1,11,10,1,4,1,2,13.94,15.15,61,22.0028,81
3,1,6,15,1,0,0,1,30.34,32.575,40,0,403
3,1,7,1,1,4,1,1,29.52,33.335,51,0,29
4,1,11,14,1,3,1,1,21.32,25,48,11.0014,179
1,1,2,7,1,5,1,3,13.94,16.665,100,8.9981,35
3,2,8,23,1,0,0,2,25.42,29.545,73,0,46
3,2,7,16,1,6,0,2,29.52,34.85,79,23.9994,566
1,2,3,4,1,5,1,2,16.4,20.455,87,16.9979,3
2,2,5,13,1,0,0,1,28.7,31.82,37,19.0012,607
2,2,3,18,1,2,1,1,17.22,21.21,17,6.0032,644
2,2,6,5,1,1,1,3,21.32,25,83,8.9981,23
2,1,6,6,1,4,1,2,29.52,35.605,84,6.0032,118
2,1,3,0,1,4,1,2,13.12,15.15,93,15.0013,11
3,1,9,4,1,3,1,1,24.6,28.03,83,6.0032,9
3,2,8,0,1,5,1,1,27.88,31.82,83,11.0014,82
3,1,8,1,1,4,1,1,28.7,31.82,45,8.9981,26
3,1,7,4,1,2,1,1,27.88,31.82,88,11.0014,6
2,2,5,6,1,5,1,1,22.14,25.76,94,7.0015,135
2,2,6,3,1,2,1,2,24.6,28.79,78,7.0015,8
2,1,6,12,1,1,1,1,27.06,31.06,41,19.0012,196
2,1,3,12,1,2,1,1,18.86,22.725,47,16.9979,121
2,2,5,0,1,6,0,1,21.32,25,42,11.0014,136
1,1,3,4,1,6,0,1,9.84,11.365,65,16.9979,1
3,1,8,19,1,3,1,1,32.8,34.85,26,16.9979,413
3,1,7,8,1,4,1,2,28.7,33.335,79,12.998,443
2,2,5,5,1,4,1,1,18.86,22.725,72,19.9995,24
2,2,4,9,1,1,1,1,15.58,19.695,54,23.9994,317
4,1,10,3,1,4,1,1,20.5,24.24,82,31.0009,1
3,2,7,2,1,5,1,1,28.7,33.335,79,8.9981,26
2,1,5,9,1,0,0,1,22.96,26.515,52,15.0013,160
4,1,12,10,1,0,0,1,13.12,16.665,81,8.9981,216
1,1,12,15,1,3,1,1,13.12,14.395,36,27.9993,117
2,1,5,13,1,5,1,1,30.34,34.09,58,12.998,209
1,1,12,3,1,0,0,1,9.02,13.635,72,0,4
2,2,6,6,1,4,1,1,23.78,27.275,60,19.0012,181
3,2,8,9,1,3,1,2,27.88,31.82,74,6.0032,350
3,1,8,15,1,0,0,1,28.7,33.335,84,19.0012,68
1,2,2,22,1,1,1,1,18.04,21.97,44,16.9979,92
